Domain,Registrar,Creation_Date,Update_Date,SSL_Issuer,SSL_TTL,A_Record,NumOfIPs,TXTRecord,SPF,MX,DKIM,DMARC,AS,HTTP_Status,Server,Content,Entropy,Vowel_Ratio,Consonant_Ratio,Numerical_Ratio,Special_Char_Ratio,Vowel_Sequence,Consonant_Sequence,Numerical_Sequence,Special_Char_Sequence,Is_Unicode,Levenshtein_Distance,Location,Class
balmainslovensko.sk,Gransy s.r.o.,3,3,Google Trust Services,37,172.67.177.125,2,0,0,0,0,0,13335,403,cloudflare,text/html,3.47,0.32,0.63,0.0,0.0,2,3,0,0,False,8,Canada,1
hoodrich-sk.sk,Gransy s.r.o.,3,3,Google Trust Services,74,172.67.174.55,2,0,0,0,0,0,13335,200,cloudflare,text/html; charset=UTF-8,3.24,0.21,0.64,0.0,0.07,2,2,0,1,False,7,Canada,1
hollisterbratislava.sk,NETIM,4,3,ZeroSSL,55,196.247.60.234,1,1,1,1,0,0,41564,403,Apache/2,text/html; charset=iso-8859-1,3.54,0.32,0.64,0.0,0.0,1,3,0,0,False,12,Canada,1
gymsharkleginy.sk,Key-Systems GmbH,4,3,None,0,None,0,0,0,0,0,0,None,0,None,None,3.62,0.29,0.65,0.0,0.0,1,3,0,0,False,10,None,1
basetool.sk,NETIM,4,3,None,65,103.224.182.210,1,1,1,1,1,1,133618,403,None,text/html; charset=utf-8,3.1,0.36,0.55,0.0,0.0,2,2,0,0,False,6,United States,1
calvinkleinbratislava.sk,NETIM,4,4,Google Trust Services,72,104.21.94.12,2,0,0,1,0,0,13335,403,cloudflare,text/html; charset=iso-8859-1,3.52,0.33,0.62,0.0,0.0,2,3,0,0,False,11,Canada,1
drmartensslovensko-sk.sk,Gransy s.r.o.,3,3,Let's Encrypt,54,196.245.153.242,1,0,0,0,0,0,41564,200,Apache,text/html; charset=UTF-8,3.57,0.21,0.71,0.0,0.04,1,4,0,1,False,13,Slovakia,1
etnies.sk,Gransy s.r.o.,4,3,Let's Encrypt,71,196.196.202.4,1,0,0,0,0,0,58065,200,Apache,text/html; charset=UTF-8,2.73,0.33,0.56,0.0,0.0,2,2,0,0,False,5,Finland,1
calzedonnia.sk,Key-Systems GmbH,4,3,None,0,5.22.145.121,2,0,0,1,0,1,16509,200,cloudflare,text/html;charset=UTF-8,3.52,0.36,0.57,0.0,0.0,2,2,0,0,False,8,Germany,1
cryptominer.sk,Websupport s.r.o.,3,3,None,21,37.9.175.197,1,1,1,1,0,0,51013,200,openresty,text/html; charset=UTF-8,3.66,0.29,0.64,0.0,0.0,1,2,0,0,False,8,Slovakia,1
dopeslovakia.sk,Key-Systems GmbH,4,1,ZeroSSL,65,196.247.50.205,1,0,0,0,0,0,58065,403,Apache/2,text/html; charset=iso-8859-1,3.37,0.4,0.53,0.0,0.0,2,2,0,0,False,7,United States,1
clarksbratislava.sk,Key-Systems GmbH,4,3,None,0,None,0,0,0,0,0,0,None,0,None,None,3.26,0.26,0.68,0.0,0.0,1,5,0,0,False,12,None,1
basetoolls.sk,Gransy s.r.o.,4,3,Let's Encrypt,32,91.240.20.64,1,1,1,1,0,0,59939,200,nginx,text/html; charset=UTF-8,3.03,0.31,0.62,0.0,0.0,2,3,0,0,False,7,The Netherlands,1
basetols.sk,Gransy s.r.o.,4,3,Let's Encrypt,32,91.240.20.64,1,1,1,1,0,0,59939,200,nginx,text/html; charset=UTF-8,3.03,0.27,0.64,0.0,0.0,1,2,0,0,False,5,The Netherlands,1
calzadonna.sk,Key-Systems GmbH,4,3,None,0,5.22.145.16,2,0,0,0,0,1,16509,200,cloudflare,text/html;charset=UTF-8,3.18,0.31,0.62,0.0,0.0,1,2,0,0,False,7,Germany,1
eccoshoes.sk,"WebHouse, s.r.o.",2,2,Google Trust Services,62,104.21.8.194,2,0,0,0,0,0,13335,403,cloudflare,text/html,2.69,0.33,0.58,0.0,0.0,2,2,0,0,False,7,Canada,1
alcottbratislava.sk,Key-Systems GmbH,4,3,None,0,None,0,0,0,0,0,0,None,0,None,None,3.37,0.32,0.63,0.0,0.0,1,4,0,0,False,12,None,1
garwood.sk,"WEDOS Internet, a.s.",4,3,Let's Encrypt,37,78.24.11.234,1,0,0,1,0,0,43541,200,nginx,text/html; charset=UTF-8,3.12,0.3,0.6,0.0,0.0,2,2,0,0,False,5,Czechia,1
dcshoesslovakia.sk,Gransy s.r.o.,3,3,Google Trust Services,74,172.67.192.138,2,0,0,0,0,0,13335,200,cloudflare,text/html; charset=UTF-8,3.39,0.33,0.61,0.0,0.0,2,4,0,0,False,7,Canada,1
bearpawtopanky.sk,Key-Systems GmbH,4,3,None,0,None,0,0,0,0,0,0,None,0,None,None,3.57,0.35,0.59,0.0,0.0,2,2,0,0,False,9,None,1
corteizsk.sk,Gransy s.r.o.,3,3,Let's Encrypt,88,158.222.2.44,1,0,0,0,0,0,63119,200,Apache,text/html; charset=UTF-8,3.25,0.25,0.67,0.0,0.0,2,3,0,0,False,6,United States,1
goldberghsk.sk,Gransy s.r.o.,3,3,Google Trust Services,34,172.67.202.150,2,0,0,0,0,0,13335,200,cloudflare,text/html; charset=UTF-8,3.38,0.14,0.79,0.0,0.0,1,5,0,0,False,8,Canada,1
columbiaslovakia.sk,Gransy s.r.o.,4,3,Let's Encrypt,48,196.196.6.155,1,0,0,0,0,0,57858,200,Apache,text/html; charset=UTF-8,3.47,0.42,0.53,0.0,0.0,2,2,0,0,False,8,Sweden,1
adidastenisky.sk,Key-Systems GmbH,4,1,None,0,None,0,0,0,0,0,0,None,0,None,None,3.2,0.38,0.56,0.0,0.0,1,2,0,0,False,8,None,1
adidasunderwear.sk,Corporation Service Company (DBS) GmbH,4,3,"GoDaddy.com, Inc.",193,3.33.130.190,2,0,0,0,0,0,16509,200,None,text/html,3.31,0.39,0.56,0.0,0.0,2,2,0,0,False,10,Canada,1
dopeslovensko.sk,Gransy s.r.o.,3,3,Google Trust Services,38,104.21.16.1,7,0,0,0,0,0,13335,200,cloudflare,text/html; charset=UTF-8,3.16,0.31,0.62,0.0,0.0,1,3,0,0,False,5,Canada,1
filabratislava.sk,Key-Systems GmbH,4,3,None,0,None,0,0,0,0,0,0,None,0,None,None,3.26,0.35,0.59,0.0,0.0,1,2,0,0,False,10,None,1
gymshark-outlet.sk,Key-Systems GmbH,4,3,None,0,None,0,0,0,0,0,0,None,0,None,None,3.84,0.28,0.61,0.0,0.06,2,3,0,1,False,11,None,1
hokavypredaj.sk,Gransy s.r.o.,4,3,Let's Encrypt,55,196.196.211.74,1,0,0,0,0,0,58065,200,Apache,text/html; charset=UTF-8,3.64,0.33,0.6,0.0,0.0,1,2,0,0,False,9,Sweden,1
asolobratislava.sk,NETIM,4,3,Google Trust Services,79,172.67.162.227,2,0,0,0,0,0,13335,403,cloudflare,text/html; charset=iso-8859-1,3.24,0.39,0.56,0.0,0.0,1,2,0,0,False,11,Canada,1
falkesk.sk,Gransy s.r.o.,3,3,Let's Encrypt,44,158.222.2.46,1,0,0,0,0,0,63119,200,Apache,text/html; charset=UTF-8,2.65,0.2,0.7,0.0,0.0,1,2,0,0,False,5,United States,1
altratopanky.sk,Gransy s.r.o.,4,2,Let's Encrypt,85,196.244.195.170,1,0,0,0,0,0,41564,200,Apache,text/html; charset=UTF-8,3.32,0.33,0.6,0.0,0.0,1,3,0,0,False,7,Singapore,1
barboursk.sk,Gransy s.r.o.,4,1,None,0,None,0,0,0,0,0,0,None,0,None,None,2.92,0.25,0.67,0.0,0.0,2,3,0,0,False,5,None,1
aiglebratislava.sk,NETIM,4,3,Google Trust Services,45,172.67.214.68,2,0,0,0,0,0,13335,403,cloudflare,text/html; charset=iso-8859-1,3.39,0.39,0.56,0.0,0.0,2,2,0,0,False,11,Canada,1
freitagslovensko.sk,Gransy s.r.o.,3,3,Google Trust Services,86,172.67.164.27,2,0,0,0,0,0,13335,200,cloudflare,text/html; charset=UTF-8,3.68,0.32,0.63,0.0,0.0,2,3,0,0,False,8,Canada,1
furlakabelky.sk,Gransy s.r.o.,4,1,None,0,None,0,0,0,0,0,0,None,0,None,None,3.32,0.33,0.6,0.0,0.0,1,2,0,0,False,8,None,1
billabongbunda.sk,NETIM,4,3,None,0,None,0,0,0,0,0,0,None,0,None,None,3.45,0.29,0.65,0.0,0.0,1,3,0,0,False,11,None,1
basetoolss.sk,Gransy s.r.o.,4,3,Let's Encrypt,32,91.240.20.64,1,1,1,1,0,0,59939,200,nginx,text/html; charset=UTF-8,2.93,0.31,0.62,0.0,0.0,2,3,0,0,False,7,The Netherlands,1
benetton-slovensko.sk,Key-Systems GmbH,4,4,None,0,None,0,0,0,0,0,0,None,0,None,None,3.3,0.29,0.62,0.0,0.05,1,3,0,1,False,10,None,1
dobrygeodet.sk,"ACTIVE 24, s.r.o.",4,3,Let's Encrypt,36,31.15.10.47,1,1,1,1,0,0,25234,200,nginx,text/html; charset=UTF-8,3.38,0.36,0.57,0.0,0.0,2,2,0,0,False,8,Czechia,1
hcbratislava.sk,Gransy s.r.o.,4,2,None,0,None,0,0,0,0,0,0,None,0,None,None,3.46,0.27,0.67,0.0,0.0,1,4,0,0,False,9,None,1
asicsbratislava.sk,Key-Systems GmbH,3,3,None,0,None,0,0,0,0,0,0,None,0,None,None,3.17,0.33,0.61,0.0,0.0,1,4,0,0,False,11,None,1
calzedonia.sk,Key-Systems GmbH,4,3,None,0,5.22.145.121,2,1,1,1,0,1,16509,200,cloudflare,text/html;charset=UTF-8,3.55,0.38,0.54,0.0,0.0,2,2,0,0,False,7,Germany,1
dobryznalec.sk,"ACTIVE 24, s.r.o.",4,2,Let's Encrypt,36,31.15.10.69,1,1,1,1,0,0,25234,200,nginx,text/html; charset=UTF-8,3.81,0.29,0.64,0.0,0.0,1,2,0,0,False,8,Czechia,1
hokaoneonepredaj.sk,Gransy s.r.o.,4,1,Let's Encrypt,85,196.196.106.208,1,0,0,0,0,0,41564,200,Apache,text/html; charset=UTF-8,3.43,0.42,0.53,0.0,0.0,2,2,0,0,False,11,Latvia,1
airjordan.sk,Gransy s.r.o.,4,3,Google Trust Services,69,172.67.143.99,2,0,0,0,0,0,13335,403,cloudflare,text/html; charset=iso-8859-1,3.25,0.33,0.58,0.0,0.0,2,2,0,0,False,7,Canada,1
360googlefoto.sk,Websupport s.r.o.,3,3,Let's Encrypt,15,37.9.175.133,1,1,1,1,0,0,51013,200,openresty,text/html; charset=UTF-8,3.38,0.31,0.44,0.19,0.0,2,2,3,0,False,9,Slovakia,1
guesspredajne.sk,Gransy s.r.o.,4,1,None,0,None,0,0,0,0,0,0,None,0,None,None,3.41,0.31,0.62,0.0,0.0,2,4,0,0,False,10,None,1
hokabezeckaobuv.sk,Gransy s.r.o.,4,3,Let's Encrypt,38,165.231.190.73,1,0,0,0,0,0,58065,200,Apache,text/html; charset=UTF-8,3.46,0.39,0.56,0.0,0.0,2,2,0,0,False,10,Estonia,1
fableticsbratislava.sk,Gransy s.r.o.,3,3,Google Trust Services,54,172.67.215.128,2,0,0,0,0,0,13335,520,cloudflare,text/html; charset=UTF-8,3.52,0.32,0.64,0.0,0.0,1,4,0,0,False,13,Canada,1
allenedmondsoutlet.sk,NETIM,4,3,Let's Encrypt,71,196.196.53.205,1,0,0,0,0,0,41564,403,Apache/2,text/html; charset=iso-8859-1,3.46,0.33,0.62,0.0,0.0,2,3,0,0,False,13,Latvia,1
fruugo.sk,Eurodns S.A.,4,3,DigiCert Inc,246,23.220.128.147,1,1,1,1,0,1,16625,200,None,text/html;charset=UTF-8,2.95,0.33,0.56,0.0,0.0,2,2,0,0,False,5,United States,1
bapeeshop.sk,Gransy s.r.o.,3,3,Google Trust Services,63,104.21.77.117,2,0,0,0,0,0,13335,200,cloudflare,text/html; charset=UTF-8,3.08,0.33,0.58,0.0,0.0,2,2,0,0,False,6,Canada,1
allstarmixlab.sk,Key-Systems GmbH,4,1,None,0,None,0,0,0,0,0,0,None,0,None,None,3.28,0.25,0.69,0.0,0.0,1,4,0,0,False,9,None,1
calzadona.sk,Key-Systems GmbH,4,3,None,0,5.22.145.121,2,0,0,0,0,1,16509,200,cloudflare,text/html;charset=UTF-8,3.19,0.33,0.58,0.0,0.0,1,2,0,0,False,6,Germany,1
eastpakbratislava.sk,NETIM,4,3,None,0,None,0,0,0,0,0,0,None,0,None,None,3.3,0.35,0.6,0.0,0.0,2,3,0,0,False,12,None,1
huntersk.sk,"WebHouse, s.r.o.",3,2,Google Trust Services,47,104.21.71.74,2,0,0,0,0,0,13335,403,cloudflare,text/html,3.1,0.18,0.73,0.0,0.0,1,3,0,0,False,5,Canada,1
725138.sk,Gransy s.r.o.,3,3,Google Trust Services,37,172.67.140.167,2,0,0,0,0,0,13335,0,None,None,3.17,0.0,0.22,0.67,0.0,0,2,6,0,False,7,Canada,1
flylondonbratislava.sk,NETIM,4,3,Google Trust Services,39,172.67.168.5,2,0,0,0,0,0,13335,403,cloudflare,text/html,3.75,0.32,0.64,0.0,0.0,1,3,0,0,False,14,Canada,1
aviabratislava.sk,NETIM,4,3,Let's Encrypt,69,196.196.53.221,1,0,0,0,0,0,41564,403,Apache/2,text/html; charset=iso-8859-1,3.05,0.41,0.53,0.0,0.0,2,2,0,0,False,10,Latvia,1
autoservissk.sk,Gransy s.r.o.,3,3,Google Trust Services,38,172.67.145.179,2,0,0,0,0,0,13335,403,cloudflare,text/html,3.24,0.33,0.6,0.0,0.0,2,3,0,0,False,7,Canada,1
basetoolz.sk,Gransy s.r.o.,4,3,Google Trust Services,83,172.67.216.120,2,0,0,1,0,0,13335,0,None,None,3.25,0.33,0.58,0.0,0.0,2,2,0,0,False,7,Canada,1
danskobratislava.sk,NETIM,4,3,ZeroSSL,60,196.247.60.243,1,0,0,0,0,0,41564,403,Apache/2,text/html; charset=iso-8859-1,3.47,0.32,0.63,0.0,0.0,1,3,0,0,False,11,Canada,1
batask.sk,Gransy s.r.o.,4,1,None,0,None,0,0,0,0,0,0,None,0,None,None,2.5,0.22,0.67,0.0,0.0,1,2,0,0,False,4,None,1
bershkabratislava.sk,NETIM,4,3,Let's Encrypt,70,196.196.53.245,1,0,0,0,0,0,41564,403,Apache/2,text/html; charset=iso-8859-1,3.38,0.3,0.65,0.0,0.0,1,4,0,0,False,12,Latvia,1
dr-martens.sk,Gransy s.r.o.,3,2,Let's Encrypt,86,196.196.38.105,1,0,0,0,0,0,58065,200,Apache,text/html; charset=UTF-8,3.39,0.15,0.69,0.0,0.08,1,2,0,1,False,5,France,1
crocslacne.sk,Gransy s.r.o.,4,3,Let's Encrypt,75,165.231.180.117,1,0,0,0,0,0,58065,200,Apache,text/html; charset=UTF-8,3.18,0.23,0.69,0.0,0.0,1,3,0,0,False,7,Estonia,1
altratenisky.sk,Gransy s.r.o.,3,3,Let's Encrypt,32,185.33.144.185,1,0,0,1,0,0,24806,200,nginx,text/html; charset=UTF-8,3.37,0.33,0.6,0.0,0.0,1,3,0,0,False,8,Czechia,1
calvinkleinlslovakia.sk,Gransy s.r.o.,3,3,None,0,None,0,0,0,0,0,0,None,0,None,None,3.29,0.35,0.61,0.0,0.0,2,4,0,0,False,10,None,1
hanwagsk.sk,Gransy s.r.o.,4,3,Google Trust Services,77,104.21.27.234,2,0,0,0,0,0,13335,200,cloudflare,text/html; charset=UTF-8,2.91,0.18,0.73,0.0,0.0,1,3,0,0,False,6,Canada,1
candaslovensko.sk,Gransy s.r.o.,3,3,Google Trust Services,88,172.67.150.141,2,0,0,0,0,0,13335,200,cloudflare,text/html; charset=UTF-8,3.34,0.29,0.65,0.0,0.0,1,3,0,0,False,6,Canada,1
corteiz.sk,Gransy s.r.o.,4,3,Let's Encrypt,60,196.197.12.99,1,0,0,0,0,0,41564,200,Apache,text/html; charset=UTF-8,3.32,0.3,0.6,0.0,0.0,2,2,0,0,False,5,Poland,1
128745.sk,Gransy s.r.o.,3,3,Google Trust Services,36,172.67.158.138,2,0,0,0,0,0,13335,0,None,None,3.17,0.0,0.22,0.67,0.0,0,2,6,0,False,7,Canada,1
drmartensboty.sk,Key-Systems GmbH,4,3,None,0,None,0,0,0,0,0,0,None,0,None,None,3.62,0.25,0.69,0.0,0.0,1,3,0,0,False,7,None,1
amirislovensko.sk,Gransy s.r.o.,4,3,Let's Encrypt,49,91.108.179.166,1,0,0,0,0,0,57858,200,Apache,text/html; charset=UTF-8,3.45,0.35,0.59,0.0,0.0,1,3,0,0,False,6,United States,1
hokaoneonetenisky.sk,"WebHouse, s.r.o.",3,3,Google Trust Services,48,104.21.91.98,2,0,0,0,0,0,13335,403,cloudflare,text/html,3.27,0.45,0.5,0.0,0.0,2,2,0,0,False,12,Canada,1
guessoutletsk.sk,Gransy s.r.o.,4,2,Let's Encrypt,89,165.231.154.36,1,0,0,0,0,0,58065,200,Apache,text/html; charset=UTF-8,3.0,0.31,0.62,0.0,0.0,2,3,0,0,False,10,United States,1
etniesshoes.sk,Key-Systems GmbH,4,3,None,0,None,0,0,0,0,0,0,None,0,None,None,2.9,0.36,0.57,0.0,0.0,2,3,0,0,False,8,None,1
echtbratislava.sk,Key-Systems GmbH,4,3,None,0,None,0,0,0,0,0,0,None,0,None,None,3.57,0.29,0.65,0.0,0.0,1,5,0,0,False,11,None,1
c-and-a-slovensko.sk,Gransy s.r.o.,3,3,Let's Encrypt,75,165.231.64.6,1,0,0,0,0,0,48950,200,Apache,text/html; charset=UTF-8,3.45,0.25,0.55,0.0,0.15,1,3,0,1,False,9,Germany,1
columbia-slovensko.sk,Gransy s.r.o.,4,3,Let's Encrypt,48,158.222.2.13,1,0,0,0,0,0,63119,200,Apache,text/html; charset=UTF-8,3.75,0.33,0.57,0.0,0.05,2,3,0,1,False,10,United States,1
hollisterslovensko.sk,Gransy s.r.o.,4,3,Let's Encrypt,32,165.231.64.69,1,0,0,0,0,0,48950,200,Apache,text/html; charset=UTF-8,3.37,0.29,0.67,0.0,0.0,1,3,0,0,False,10,Germany,1
abathingape.sk,Gransy s.r.o.,4,3,Let's Encrypt,86,196.247.60.173,1,0,0,0,0,0,41564,200,Apache,text/html; charset=UTF-8,3.47,0.36,0.57,0.0,0.0,1,2,0,0,False,8,Canada,1
converse-vypredaj.sk,Gransy s.r.o.,4,3,Let's Encrypt,87,165.231.36.29,1,0,0,0,0,0,41564,200,Apache,text/html; charset=UTF-8,3.78,0.3,0.6,0.0,0.05,1,2,0,1,False,11,United Kingdom,1
geoxbratislava.sk,Key-Systems GmbH,4,1,ZeroSSL,65,196.244.193.130,1,0,0,0,0,0,58065,403,nginx,text/html; charset=iso-8859-1,3.69,0.35,0.59,0.0,0.0,2,3,0,0,False,10,Finland,1
furlabratislava.sk,Key-Systems GmbH,3,3,None,0,None,0,0,0,0,0,0,None,0,None,None,3.39,0.33,0.61,0.0,0.0,1,2,0,0,False,12,None,1
ariatvypredaj.sk,Gransy s.r.o.,4,3,Let's Encrypt,56,158.222.2.31,1,0,0,0,0,0,63119,200,Apache,text/html; charset=UTF-8,3.58,0.38,0.56,0.0,0.0,2,2,0,0,False,9,United States,1
gymsharkslovakia.sk,Gransy s.r.o.,3,3,Google Trust Services,62,104.21.96.1,7,0,0,0,0,0,13335,200,cloudflare,text/html; charset=UTF-8,3.5,0.32,0.63,0.0,0.0,2,4,0,0,False,9,Canada,1
converseslovensko.sk,"WebHouse, s.r.o.",3,3,Google Trust Services,72,104.21.96.1,7,0,0,0,0,0,13335,403,cloudflare,text/html,3.15,0.3,0.65,0.0,0.0,1,3,0,0,False,9,Canada,1
fossilslovensko.sk,Gransy s.r.o.,3,3,Google Trust Services,87,104.21.45.124,2,0,0,0,0,0,13335,403,cloudflare,text/html,3.04,0.28,0.67,0.0,0.0,1,3,0,0,False,7,Canada,1
brookssk.sk,Gransy s.r.o.,3,3,Google Trust Services,48,104.21.70.114,2,0,0,0,0,0,13335,200,cloudflare,text/html; charset=UTF-8,2.41,0.18,0.73,0.0,0.0,2,4,0,0,False,6,Canada,1
billabongslovensko.sk,Gransy s.r.o.,4,3,Let's Encrypt,45,158.222.2.6,1,0,0,0,0,0,63119,200,Apache,text/html; charset=UTF-8,3.43,0.29,0.67,0.0,0.0,1,4,0,0,False,10,United States,1
geoxsk.sk,Gransy s.r.o.,3,3,Let's Encrypt,42,158.222.2.52,1,0,0,0,0,0,63119,200,Apache,text/html; charset=UTF-8,2.73,0.22,0.67,0.0,0.0,2,3,0,0,False,5,United States,1
arcteryx-slovensko.sk,Gransy s.r.o.,3,3,Google Trust Services,37,104.21.32.158,2,0,0,0,0,0,13335,200,cloudflare,text/html; charset=UTF-8,3.78,0.29,0.62,0.0,0.05,1,3,0,1,False,10,Canada,1
basetooks.sk,Gransy s.r.o.,4,2,Let's Encrypt,32,91.240.20.64,1,1,1,1,0,0,59939,200,nginx,text/html; charset=UTF-8,2.86,0.33,0.58,0.0,0.0,2,2,0,0,False,6,The Netherlands,1
aldobratislava.sk,Key-Systems GmbH,4,3,None,0,None,0,0,0,0,0,0,None,0,None,None,3.38,0.35,0.59,0.0,0.0,1,2,0,0,False,10,None,1
alphaindustriesmikinask.sk,Gransy s.r.o.,3,3,Google Trust Services,88,172.67.170.190,2,0,0,0,0,0,13335,200,cloudflare,text/html; charset=UTF-8,3.64,0.35,0.62,0.0,0.0,2,3,0,0,False,11,Canada,1
geoxslovensko.sk,Key-Systems GmbH,4,1,None,0,None,0,0,0,0,0,0,None,0,None,None,3.16,0.31,0.62,0.0,0.0,2,3,0,0,False,5,None,1
hokateniskyvypredaj.sk,Gransy s.r.o.,3,3,Google Trust Services,36,104.21.112.1,7,0,0,0,0,0,13335,200,cloudflare,text/html; charset=UTF-8,3.88,0.36,0.59,0.0,0.0,1,2,0,0,False,12,Canada,1
diadorabratislava.sk,NETIM,4,3,Google Trust Services,59,104.21.57.147,2,0,0,0,0,0,13335,403,cloudflare,text/html; charset=iso-8859-1,3.34,0.4,0.55,0.0,0.0,2,2,0,0,False,13,Canada,1
dunelondonbratislava.sk,NETIM,4,3,None,0,None,0,0,0,0,0,0,None,0,None,None,3.76,0.35,0.61,0.0,0.0,1,3,0,0,False,14,None,1
caterpillar-slovensko.sk,Gransy s.r.o.,4,3,Let's Encrypt,54,165.231.180.33,1,0,0,0,0,0,58065,200,Apache,text/html; charset=UTF-8,3.77,0.29,0.62,0.0,0.04,1,3,0,1,False,13,Estonia,1
123podnikanie.sk,Gransy s.r.o.,3,3,Google Trust Services,77,172.67.212.27,2,0,0,0,0,0,13335,200,cloudflare,text/html; charset=UTF-8,3.62,0.31,0.44,0.19,0.0,2,2,3,0,False,9,Canada,1
brooks-slovensko.sk,Gransy s.r.o.,3,3,Google Trust Services,66,172.67.206.166,2,0,0,0,0,0,13335,403,cloudflare,text/html,3.16,0.26,0.63,0.0,0.05,2,3,0,1,False,8,Canada,1
bapetenisky.sk,Gransy s.r.o.,4,3,Let's Encrypt,74,196.245.56.103,1,0,0,0,0,0,58065,200,Apache,text/html; charset=UTF-8,3.38,0.36,0.57,0.0,0.0,1,2,0,0,False,7,Spain,1
experts.blog.pravda.sk,"Webglobe, a.s.",4,3,DigiCert Inc,191,185.65.220.36,1,0,0,0,0,0,48689,200,Apache/2.4.52 (Ubuntu),text/html; charset=UTF-8,3.79,0.23,0.64,0.0,0.0,1,3,0,0,False,14,Slovakia,1
hokastopanky.com,Dominet (HK) Limited,4,1,None,0,None,0,0,0,0,0,0,None,0,None,None,3.45,0.38,0.56,0.0,0.0,1,2,0,0,False,9,None,1
gymsharks-sk.sk,Gransy s.r.o.,4,2,Let's Encrypt,42,158.222.2.23,1,0,0,0,0,0,63119,200,Apache,text/html; charset=UTF-8,3.06,0.13,0.73,0.0,0.07,1,3,0,1,False,10,United States,1
ecco-slovakia.sk,Gransy s.r.o.,3,3,Let's Encrypt,29,196.245.153.242,1,0,0,0,0,0,41564,200,Apache,text/html; charset=UTF-8,3.38,0.38,0.5,0.0,0.06,2,2,0,1,False,6,Slovakia,1
fashy.sk,"ACTIVE 24, s.r.o.",4,4,None,0,162.159.136.54,2,1,1,1,0,0,13335,409,cloudflare,text/html; charset=UTF-8,2.75,0.25,0.62,0.0,0.0,1,2,0,0,False,5,Canada,1
crocsskstore.sk,Gransy s.r.o.,4,3,Let's Encrypt,80,196.245.153.223,1,0,0,0,0,0,41564,200,Apache,text/html; charset=UTF-8,2.84,0.2,0.73,0.0,0.0,1,6,0,0,False,7,Slovakia,1
dfyne.sk,Gransy s.r.o.,4,3,Let's Encrypt,80,196.245.56.97,1,0,0,0,0,0,58065,200,Apache,text/html; charset=UTF-8,3.0,0.25,0.62,0.0,0.0,1,2,0,0,False,5,Spain,1
gigastore.sk,Tool Domains Ltd.,3,3,Let's Encrypt,40,103.224.182.253,1,1,1,1,1,1,133618,403,None,text/html,3.25,0.33,0.58,0.0,0.0,1,2,0,0,False,4,United States,1
calvin-klein.sk,MarkMonitor International Limited,4,4,None,0,3.33.139.32,1,0,0,0,0,0,16509,0,None,None,3.37,0.27,0.6,0.0,0.07,2,2,0,1,False,2,Canada,1
geox-sk.sk,Gransy s.r.o.,4,3,Let's Encrypt,33,196.247.55.241,1,0,0,0,0,0,41564,200,Apache,text/html; charset=UTF-8,2.92,0.2,0.6,0.0,0.1,2,2,0,1,False,6,Canada,1
coccinelleslovensko.sk,Gransy s.r.o.,4,3,Google Trust Services,81,104.21.112.1,7,0,0,0,0,0,13335,200,cloudflare,text/html; charset=UTF-8,3.2,0.32,0.64,0.0,0.0,1,3,0,0,False,11,Canada,1
05999.sk,Gransy s.r.o.,3,3,None,0,23.225.156.76,1,0,0,0,0,0,40065,0,None,None,2.41,0.0,0.25,0.62,0.0,0,2,5,0,False,6,Hong Kong,1
bapeoutlet.sk,NETIM,4,3,None,0,None,0,0,0,0,0,0,None,0,None,None,3.39,0.38,0.54,0.0,0.0,3,2,0,0,False,8,None,1
bratislavarab.sk,Key-Systems GmbH,4,1,None,0,None,0,0,0,0,0,0,None,0,None,None,3.12,0.31,0.62,0.0,0.0,1,2,0,0,False,9,None,1
cccobuv.sk,Gransy s.r.o.,4,3,Let's Encrypt,42,103.224.182.241,1,1,1,1,1,1,133618,410,Caddy,None,2.85,0.2,0.7,0.0,0.0,1,3,0,0,False,5,United States,1
dcshoestenisky.sk,NETIM,4,3,None,0,None,0,0,0,0,0,0,None,0,None,None,3.38,0.29,0.65,0.0,0.0,2,4,0,0,False,9,None,1
columbiaoutlet.sk,Key-Systems GmbH,4,3,None,0,None,0,0,0,0,0,0,None,0,None,None,3.62,0.41,0.53,0.0,0.0,4,2,0,0,False,9,None,1
huntebratislava.sk,Gransy s.r.o.,3,3,Google Trust Services,79,104.21.49.122,2,0,0,0,0,0,13335,200,cloudflare,text/html,3.68,0.33,0.61,0.0,0.0,1,2,0,0,False,10,Canada,1
adidasspecialtysports.sk,Corporation Service Company (DBS) GmbH,4,2,None,0,None,0,1,0,1,0,0,None,0,None,None,3.57,0.33,0.62,0.0,0.0,2,3,0,0,False,16,None,1
harrysbratislava.sk,Key-Systems GmbH,4,3,None,0,None,0,0,0,0,0,0,None,0,None,None,3.33,0.32,0.63,0.0,0.0,1,3,0,0,False,12,None,1
hollisterco.sk,MarkMonitor International Limited,3,3,None,0,99.83.176.46,1,1,1,0,0,1,16509,200,,text/html; charset=UTF-8,3.38,0.29,0.64,0.0,0.0,1,2,0,0,False,4,United States,1
dfyneoutlet.sk,NETIM,4,3,Google Trust Services,49,172.67.180.224,2,0,0,0,0,0,13335,403,cloudflare,text/html; charset=iso-8859-1,3.52,0.36,0.57,0.0,0.0,3,2,0,0,False,8,Canada,1
dieselbratislava.sk,Key-Systems GmbH,3,3,None,0,None,0,0,0,0,0,0,None,0,None,None,3.43,0.37,0.58,0.0,0.0,2,3,0,0,False,11,None,1
